"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|PL","30.01.2015 10:00 - 30.01.2015 11:00 (CET/CEST)","50","6833","67","617","11541","N/A","n/e","n/e","n/e","20","","256","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1908"
"BZN|PL","30.01.2015 11:00 - 30.01.2015 12:00 (CET/CEST)","50","6853","66","612","11820","N/A","n/e","n/e","n/e","91","","256","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1629"
"BZN|PL","30.01.2015 12:00 - 30.01.2015 13:00 (CET/CEST)","50","6906","66","610","12140","N/A","n/e","n/e","n/e","158","","248","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1500"
"BZN|PL","30.01.2015 13:00 - 30.01.2015 14:00 (CET/CEST)","50","6864","66","610","12120","N/A","n/e","n/e","n/e","158","","251","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1333"
"BZN|PL","30.01.2015 14:00 - 30.01.2015 15:00 (CET/CEST)","50","6807","66","609","11999","N/A","n/e","n/e","n/e","0","","244","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1389"
"BZN|PL","30.01.2015 15:00 - 30.01.2015 16:00 (CET/CEST)","50","6772","66","608","11781","N/A","n/e","n/e","n/e","21","","238","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1343"
"BZN|PL","30.01.2015 16:00 - 30.01.2015 17:00 (CET/CEST)","50","6812","67","616","12073","N/A","n/e","n/e","n/e","81","","261","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1257"
"BZN|PL","30.01.2015 17:00 - 30.01.2015 18:00 (CET/CEST)","50","6885","66","615","12547","N/A","n/e","n/e","n/e","199","","277","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1169"
"BZN|PL","30.01.2015 18:00 - 30.01.2015 19:00 (CET/CEST)","50","6866","67","616","12543","N/A","n/e","n/e","n/e","78","","280","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1077"
"BZN|PL","30.01.2015 19:00 - 30.01.2015 20:00 (CET/CEST)","50","6790","68","621","12280","N/A","n/e","n/e","n/e","57","","280","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1096"
"BZN|PL","30.01.2015 20:00 - 30.01.2015 21:00 (CET/CEST)","50","6750","67","620","11515","N/A","n/e","n/e","n/e","0","","260","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","946"
"BZN|PL","30.01.2015 21:00 - 30.01.2015 22:00 (CET/CEST)","50","6622","66","617","10065","N/A","n/e","n/e","n/e","0","","253","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","965"
"BZN|PL","30.01.2015 22:00 - 30.01.2015 23:00 (CET/CEST)","45","6109","67","573","9569","N/A","n/e","n/e","n/e","0","","222","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","941"
"BZN|PL","30.01.2015 23:00 - 31.01.2015 00:00 (CET/CEST)","44","5392","66","563","9114","N/A","n/e","n/e","n/e","0","","222","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","867"
"BZN|PL","31.01.2015 00:00 - 31.01.2015 01:00 (CET/CEST)","44","5575","68","536","8428","N/A","n/e","n/e","n/e","0","","230","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","796"
"BZN|PL","31.01.2015 01:00 - 31.01.2015 02:00 (CET/CEST)","44","5153","68","536","8397","N/A","n/e","n/e","n/e","0","","231","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","639"
"BZN|PL","31.01.2015 02:00 - 31.01.2015 03:00 (CET/CEST)","44","4887","68","534","8358","N/A","n/e","n/e","n/e","0","","231","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","604"
"BZN|PL","31.01.2015 03:00 - 31.01.2015 04:00 (CET/CEST)","45","4839","67","530","8392","N/A","n/e","n/e","n/e","0","","230","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","640"
"BZN|PL","31.01.2015 04:00 - 31.01.2015 05:00 (CET/CEST)","44","4925","68","537","8357","N/A","n/e","n/e","n/e","0","","230","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","738"
"BZN|PL","31.01.2015 05:00 - 31.01.2015 06:00 (CET/CEST)","44","4985","67","542","8326","N/A","n/e","n/e","n/e","0","","230","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","723"
"BZN|PL","31.01.2015 06:00 - 31.01.2015 07:00 (CET/CEST)","44","5581","67","542","8477","N/A","n/e","n/e","n/e","0","","230","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","801"
"BZN|PL","31.01.2015 07:00 - 31.01.2015 08:00 (CET/CEST)","44","5765","67","546","8501","N/A","n/e","n/e","n/e","0","","226","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","779"
"BZN|PL","31.01.2015 08:00 - 31.01.2015 09:00 (CET/CEST)","45","6024","66","574","9352","N/A","n/e","n/e","n/e","21","","248","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","796"
"BZN|PL","31.01.2015 09:00 - 31.01.2015 10:00 (CET/CEST)","45","6006","66","586","10119","N/A","n/e","n/e","n/e","0","","256","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","879"
"BZN|PL","31.01.2015 10:00 - 31.01.2015 11:00 (CET/CEST)","44","5987","66","588","10217","N/A","n/e","n/e","n/e","21","","257","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","938"
"BZN|PL","31.01.2015 11:00 - 31.01.2015 12:00 (CET/CEST)","45","6016","66","583","10333","N/A","n/e","n/e","n/e","21","","257","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","994"
"BZN|PL","31.01.2015 12:00 - 31.01.2015 13:00 (CET/CEST)","45","6036","66","570","10571","N/A","n/e","n/e","n/e","21","","256","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1081"
"BZN|PL","31.01.2015 13:00 - 31.01.2015 14:00 (CET/CEST)","45","6092","66","561","10361","N/A","n/e","n/e","n/e","21","","256","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1325"
"BZN|PL","31.01.2015 14:00 - 31.01.2015 15:00 (CET/CEST)","45","5967","67","560","9733","N/A","n/e","n/e","n/e","21","","232","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1554"
"BZN|PL","31.01.2015 15:00 - 31.01.2015 16:00 (CET/CEST)","45","5997","68","561","9460","N/A","n/e","n/e","n/e","0","","249","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1615"
"BZN|PL","31.01.2015 16:00 - 31.01.2015 17:00 (CET/CEST)","45","5980","68","566","9914","N/A","n/e","n/e","n/e","70","","254","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1627"
"BZN|PL","31.01.2015 17:00 - 31.01.2015 18:00 (CET/CEST)","45","6089","66","575","10310","N/A","n/e","n/e","n/e","436","","268","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1871"
"BZN|PL","31.01.2015 18:00 - 31.01.2015 19:00 (CET/CEST)","45","6021","64","574","10204","N/A","n/e","n/e","n/e","315","","271","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2145"
"BZN|PL","31.01.2015 19:00 - 31.01.2015 20:00 (CET/CEST)","45","6013","56","574","9579","N/A","n/e","n/e","n/e","293","","271","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2258"
"BZN|PL","31.01.2015 20:00 - 31.01.2015 21:00 (CET/CEST)","45","5885","56","575","8846","N/A","n/e","n/e","n/e","128","","245","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2398"
"BZN|PL","31.01.2015 21:00 - 31.01.2015 22:00 (CET/CEST)","45","5237","56","570","8397","N/A","n/e","n/e","n/e","0","","247","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2442"
"BZN|PL","31.01.2015 22:00 - 31.01.2015 23:00 (CET/CEST)","45","4569","57","549","8300","N/A","n/e","n/e","n/e","0","","245","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2377"
"BZN|PL","31.01.2015 23:00 - 01.02.2015 00:00 (CET/CEST)","45","4189","59","544","8255","N/A","n/e","n/e","n/e","0","","248","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2385"
"BZN|PL","01.02.2015 00:00 - 01.02.2015 01:00 (CET/CEST)","45","3753","61","537","7872","N/A","n/e","n/e","n/e","0","","232","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2354"
"BZN|PL","01.02.2015 01:00 - 01.02.2015 02:00 (CET/CEST)","45","3485","59","535","7723","N/A","n/e","n/e","n/e","0","","224","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2332"
"BZN|PL","01.02.2015 02:00 - 01.02.2015 03:00 (CET/CEST)","45","3407","58","535","7683","N/A","n/e","n/e","n/e","0","","224","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2348"
"BZN|PL","01.02.2015 03:00 - 01.02.2015 04:00 (CET/CEST)","45","3414","58","536","7678","N/A","n/e","n/e","n/e","0","","224","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2234"
"BZN|PL","01.02.2015 04:00 - 01.02.2015 05:00 (CET/CEST)","45","3409","58","535","7665","N/A","n/e","n/e","n/e","0","","224","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2182"
"BZN|PL","01.02.2015 05:00 - 01.02.2015 06:00 (CET/CEST)","45","3412","58","535","7677","N/A","n/e","n/e","n/e","0","","224","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2137"
"BZN|PL","01.02.2015 06:00 - 01.02.2015 07:00 (CET/CEST)","45","3531","59","539","7723","N/A","n/e","n/e","n/e","0","","224","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2235"
"BZN|PL","01.02.2015 07:00 - 01.02.2015 08:00 (CET/CEST)","45","3647","59","553","7720","N/A","n/e","n/e","n/e","0","","225","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2235"
"BZN|PL","01.02.2015 08:00 - 01.02.2015 09:00 (CET/CEST)","45","4050","60","553","7751","N/A","n/e","n/e","n/e","0","","250","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2125"
"BZN|PL","01.02.2015 09:00 - 01.02.2015 10:00 (CET/CEST)","45","5007","59","555","7736","N/A","n/e","n/e","n/e","0","","258","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1983"
"BZN|PL","01.02.2015 10:00 - 01.02.2015 11:00 (CET/CEST)","45","5627","60","564","7818","N/A","n/e","n/e","n/e","20","","257","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1847"
"BZN|PL","01.02.2015 11:00 - 01.02.2015 12:00 (CET/CEST)","45","5828","59","555","8053","N/A","n/e","n/e","n/e","50","","257","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1657"
"BZN|PL","01.02.2015 12:00 - 01.02.2015 13:00 (CET/CEST)","45","5841","58","556","8084","N/A","n/e","n/e","n/e","20","","258","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1455"
"BZN|PL","01.02.2015 13:00 - 01.02.2015 14:00 (CET/CEST)","45","5967","59","556","8073","N/A","n/e","n/e","n/e","20","","250","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1417"
"BZN|PL","01.02.2015 14:00 - 01.02.2015 15:00 (CET/CEST)","45","5886","59","556","7942","N/A","n/e","n/e","n/e","0","","236","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1302"
"BZN|PL","01.02.2015 15:00 - 01.02.2015 16:00 (CET/CEST)","45","5969","60","556","7766","N/A","n/e","n/e","n/e","0","","257","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1256"
"BZN|PL","01.02.2015 16:00 - 01.02.2015 17:00 (CET/CEST)","45","6022","59","564","8253","N/A","n/e","n/e","n/e","21","","260","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1203"
"BZN|PL","01.02.2015 17:00 - 01.02.2015 18:00 (CET/CEST)","45","6504","61","582","8967","N/A","n/e","n/e","n/e","349","","266","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1373"
"BZN|PL","01.02.2015 18:00 - 01.02.2015 19:00 (CET/CEST)","45","6457","60","590","8830","N/A","n/e","n/e","n/e","658","","274","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1494"
"BZN|PL","01.02.2015 19:00 - 01.02.2015 20:00 (CET/CEST)","45","6358","59","590","8128","N/A","n/e","n/e","n/e","435","","277","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1408"
"BZN|PL","01.02.2015 20:00 - 01.02.2015 21:00 (CET/CEST)","45","6205","59","579","7922","N/A","n/e","n/e","n/e","308","","256","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1445"
"BZN|PL","01.02.2015 21:00 - 01.02.2015 22:00 (CET/CEST)","45","5719","58","576","7826","N/A","n/e","n/e","n/e","0","","256","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1474"
"BZN|PL","01.02.2015 22:00 - 01.02.2015 23:00 (CET/CEST)","45","5355","58","554","7964","N/A","n/e","n/e","n/e","0","","230","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1418"
"BZN|PL","01.02.2015 23:00 - 02.02.2015 00:00 (CET/CEST)","45","4550","59","552","7803","N/A","n/e","n/e","n/e","0","","223","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1404"
"BZN|PL","02.02.2015 00:00 - 02.02.2015 01:00 (CET/CEST)","45","4157","59","548","7652","N/A","n/e","n/e","n/e","0","","233","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1418"
"BZN|PL","02.02.2015 01:00 - 02.02.2015 02:00 (CET/CEST)","45","4105","57","547","7659","N/A","n/e","n/e","n/e","0","","233","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1397"
"BZN|PL","02.02.2015 02:00 - 02.02.2015 03:00 (CET/CEST)","45","4024","55","547","7616","N/A","n/e","n/e","n/e","0","","233","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1380"
"BZN|PL","02.02.2015 03:00 - 02.02.2015 04:00 (CET/CEST)","45","3983","55","546","7741","N/A","n/e","n/e","n/e","0","","233","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1473"
"BZN|PL","02.02.2015 04:00 - 02.02.2015 05:00 (CET/CEST)","45","4001","57","546","7951","N/A","n/e","n/e","n/e","0","","233","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1410"
"BZN|PL","02.02.2015 05:00 - 02.02.2015 06:00 (CET/CEST)","45","4776","58","548","8275","N/A","n/e","n/e","n/e","0","","233","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1390"
"BZN|PL","02.02.2015 06:00 - 02.02.2015 07:00 (CET/CEST)","47","6587","58","604","9228","N/A","n/e","n/e","n/e","0","","232","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1407"
"BZN|PL","02.02.2015 07:00 - 02.02.2015 08:00 (CET/CEST)","50","6981","59","639","10638","N/A","n/e","n/e","n/e","0","","231","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1351"
"BZN|PL","02.02.2015 08:00 - 02.02.2015 09:00 (CET/CEST)","50","6904","62","642","11230","N/A","n/e","n/e","n/e","0","","245","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1344"
"BZN|PL","02.02.2015 09:00 - 02.02.2015 10:00 (CET/CEST)","50","7155","64","657","11305","N/A","n/e","n/e","n/e","0","","248","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1246"
"BZN|PL","02.02.2015 10:00 - 02.02.2015 11:00 (CET/CEST)","50","7141","60","648","11056","N/A","n/e","n/e","n/e","80","","249","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1198"
"BZN|PL","02.02.2015 11:00 - 02.02.2015 12:00 (CET/CEST)","50","7132","59","638","11077","N/A","n/e","n/e","n/e","80","","248","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1183"
"BZN|PL","02.02.2015 12:00 - 02.02.2015 13:00 (CET/CEST)","50","7150","55","636","11129","N/A","n/e","n/e","n/e","20","","249","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1091"
"BZN|PL","02.02.2015 13:00 - 02.02.2015 14:00 (CET/CEST)","50","7172","57","636","11181","N/A","n/e","n/e","n/e","20","","249","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1080"
"BZN|PL","02.02.2015 14:00 - 02.02.2015 15:00 (CET/CEST)","50","7207","57","641","10984","N/A","n/e","n/e","n/e","0","","255","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1035"
"BZN|PL","02.02.2015 15:00 - 02.02.2015 16:00 (CET/CEST)","50","7161","56","643","10829","N/A","n/e","n/e","n/e","0","","255","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1050"
"BZN|PL","02.02.2015 16:00 - 02.02.2015 17:00 (CET/CEST)","50","7067","55","642","11163","N/A","n/e","n/e","n/e","69","","263","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1196"
"BZN|PL","02.02.2015 17:00 - 02.02.2015 18:00 (CET/CEST)","50","7124","56","648","11706","N/A","n/e","n/e","n/e","420","","265","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1290"
"BZN|PL","02.02.2015 18:00 - 02.02.2015 19:00 (CET/CEST)","50","7173","55","652","11499","N/A","n/e","n/e","n/e","363","","267","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1315"
"BZN|PL","02.02.2015 19:00 - 02.02.2015 20:00 (CET/CEST)","50","7295","54","652","11236","N/A","n/e","n/e","n/e","187","","267","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1302"
"BZN|PL","02.02.2015 20:00 - 02.02.2015 21:00 (CET/CEST)","50","7314","54","653","10558","N/A","n/e","n/e","n/e","134","","258","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1233"
"BZN|PL","02.02.2015 21:00 - 02.02.2015 22:00 (CET/CEST)","50","7145","58","449","10017","N/A","n/e","n/e","n/e","0","","233","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1166"
"BZN|PL","02.02.2015 22:00 - 02.02.2015 23:00 (CET/CEST)","45","6248","59","466","9529","N/A","n/e","n/e","n/e","0","","220","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1172"
"BZN|PL","02.02.2015 23:00 - 03.02.2015 00:00 (CET/CEST)","44","4867","60","564","9301","N/A","n/e","n/e","n/e","0","","220","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1204"
"BZN|PL","03.02.2015 00:00 - 03.02.2015 01:00 (CET/CEST)","45","4646","60","629","9229","N/A","n/e","n/e","n/e","0","","222","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1230"
"BZN|PL","03.02.2015 01:00 - 03.02.2015 02:00 (CET/CEST)","44","4467","59","614","9199","N/A","n/e","n/e","n/e","0","","230","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1160"
"BZN|PL","03.02.2015 02:00 - 03.02.2015 03:00 (CET/CEST)","44","4368","59","608","9203","N/A","n/e","n/e","n/e","0","","231","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1139"
"BZN|PL","03.02.2015 03:00 - 03.02.2015 04:00 (CET/CEST)","45","4377","57","608","9316","N/A","n/e","n/e","n/e","0","","230","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1109"
"BZN|PL","03.02.2015 04:00 - 03.02.2015 05:00 (CET/CEST)","44","4394","58","617","9334","N/A","n/e","n/e","n/e","0","","228","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1048"
"BZN|PL","03.02.2015 05:00 - 03.02.2015 06:00 (CET/CEST)","44","5230","58","619","9455","N/A","n/e","n/e","n/e","0","","220","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","940"
"BZN|PL","03.02.2015 06:00 - 03.02.2015 07:00 (CET/CEST)","46","6580","60","624","10428","N/A","n/e","n/e","n/e","131","","218","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","876"
"BZN|PL","03.02.2015 07:00 - 03.02.2015 08:00 (CET/CEST)","50","6706","61","654","12041","N/A","n/e","n/e","n/e","0","","216","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","861"
"BZN|PL","03.02.2015 08:00 - 03.02.2015 09:00 (CET/CEST)","50","6779","59","654","12572","N/A","n/e","n/e","n/e","0","","246","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","798"
"BZN|PL","03.02.2015 09:00 - 03.02.2015 10:00 (CET/CEST)","50","6949","59","654","12609","N/A","n/e","n/e","n/e","20","","250","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","673"
"BZN|PL","03.02.2015 10:00 - 03.02.2015 11:00 (CET/CEST)","50","6928","60","654","12511","N/A","n/e","n/e","n/e","120","","251","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","538"
"BZN|PL","03.02.2015 11:00 - 03.02.2015 12:00 (CET/CEST)","50","6911","59","653","12651","N/A","n/e","n/e","n/e","118","","251","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","455"
"BZN|PL","03.02.2015 12:00 - 03.02.2015 13:00 (CET/CEST)","50","6903","58","654","12661","N/A","n/e","n/e","n/e","58","","238","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","436"
"BZN|PL","03.02.2015 13:00 - 03.02.2015 14:00 (CET/CEST)","50","6976","59","654","12644","N/A","n/e","n/e","n/e","38","","236","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","439"
"BZN|PL","03.02.2015 14:00 - 03.02.2015 15:00 (CET/CEST)","50","6952","57","657","12502","N/A","n/e","n/e","n/e","0","","238","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","377"
"BZN|PL","03.02.2015 15:00 - 03.02.2015 16:00 (CET/CEST)","50","6918","56","657","12247","N/A","n/e","n/e","n/e","0","","238","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","406"
"BZN|PL","03.02.2015 16:00 - 03.02.2015 17:00 (CET/CEST)","50","6876","56","657","12272","N/A","n/e","n/e","n/e","106","","241","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","512"
"BZN|PL","03.02.2015 17:00 - 03.02.2015 18:00 (CET/CEST)","50","6928","55","660","12954","N/A","n/e","n/e","n/e","539","","258","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","558"
"BZN|PL","03.02.2015 18:00 - 03.02.2015 19:00 (CET/CEST)","50","6971","55","661","12888","N/A","n/e","n/e","n/e","604","","269","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","556"
"BZN|PL","03.02.2015 19:00 - 03.02.2015 20:00 (CET/CEST)","118","6915","55","662","12615","N/A","n/e","n/e","n/e","180","","271","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","578"
"BZN|PL","03.02.2015 20:00 - 03.02.2015 21:00 (CET/CEST)","153","6896","55","662","12299","N/A","n/e","n/e","n/e","0","","272","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","618"
"BZN|PL","03.02.2015 21:00 - 03.02.2015 22:00 (CET/CEST)","180","6846","56","658","11194","N/A","n/e","n/e","n/e","0","","252","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","537"
"BZN|PL","03.02.2015 22:00 - 03.02.2015 23:00 (CET/CEST)","196","6683","56","647","10476","N/A","n/e","n/e","n/e","0","","225","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","479"
"BZN|PL","03.02.2015 23:00 - 04.02.2015 00:00 (CET/CEST)","234","5336","56","647","10002","N/A","n/e","n/e","n/e","0","","217","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","450"
"BZN|PL","04.02.2015 00:00 - 04.02.2015 01:00 (CET/CEST)","234","5351","57","630","9761","N/A","n/e","n/e","n/e","0","","220","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","416"
"BZN|PL","04.02.2015 01:00 - 04.02.2015 02:00 (CET/CEST)","234","5023","57","608","9726","N/A","n/e","n/e","n/e","0","","221","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","366"
"BZN|PL","04.02.2015 02:00 - 04.02.2015 03:00 (CET/CEST)","234","4974","57","611","9715","N/A","n/e","n/e","n/e","0","","219","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","344"
"BZN|PL","04.02.2015 03:00 - 04.02.2015 04:00 (CET/CEST)","234","4965","56","611","9664","N/A","n/e","n/e","n/e","0","","219","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","305"
"BZN|PL","04.02.2015 04:00 - 04.02.2015 05:00 (CET/CEST)","234","5125","57","624","9668","N/A","n/e","n/e","n/e","0","","219","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","279"
"BZN|PL","04.02.2015 05:00 - 04.02.2015 06:00 (CET/CEST)","235","6058","61","625","9636","N/A","n/e","n/e","n/e","0","","219","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","255"
"BZN|PL","04.02.2015 06:00 - 04.02.2015 07:00 (CET/CEST)","237","6838","62","629","11018","N/A","n/e","n/e","n/e","0","","218","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","221"
"BZN|PL","04.02.2015 07:00 - 04.02.2015 08:00 (CET/CEST)","240","7016","61","639","12398","N/A","n/e","n/e","n/e","0","","218","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","207"
"BZN|PL","04.02.2015 08:00 - 04.02.2015 09:00 (CET/CEST)","240","7044","61","638","12864","N/A","n/e","n/e","n/e","0","","237","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","181"
"BZN|PL","04.02.2015 09:00 - 04.02.2015 10:00 (CET/CEST)","240","7099","60","638","13296","N/A","n/e","n/e","n/e","0","","245","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","100"
"BZN|PL","04.02.2015 10:00 - 04.02.2015 11:00 (CET/CEST)","240","6976","59","631","13155","N/A","n/e","n/e","n/e","119","","243","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","66"
"BZN|PL","04.02.2015 11:00 - 04.02.2015 12:00 (CET/CEST)","238","7061","59","629","13235","N/A","n/e","n/e","n/e","184","","241","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","57"
"BZN|PL","04.02.2015 12:00 - 04.02.2015 13:00 (CET/CEST)","239","6964","60","631","12984","N/A","n/e","n/e","n/e","217","","237","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","47"
"BZN|PL","04.02.2015 13:00 - 04.02.2015 14:00 (CET/CEST)","238","6987","58","632","13099","N/A","n/e","n/e","n/e","186","","235","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","45"
"BZN|PL","04.02.2015 14:00 - 04.02.2015 15:00 (CET/CEST)","238","6970","58","635","12886","N/A","n/e","n/e","n/e","47","","227","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","41"
