"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|PL","04.02.2015 15:00 - 04.02.2015 16:00 (CET/CEST)","208","6996","56","645","12633","N/A","n/e","n/e","n/e","0","","229","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","35"
"BZN|PL","04.02.2015 16:00 - 04.02.2015 17:00 (CET/CEST)","203","6962","55","646","12737","N/A","n/e","n/e","n/e","20","","257","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","25"
"BZN|PL","04.02.2015 17:00 - 04.02.2015 18:00 (CET/CEST)","238","7036","55","646","13339","N/A","n/e","n/e","n/e","197","","270","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","31"
"BZN|PL","04.02.2015 18:00 - 04.02.2015 19:00 (CET/CEST)","238","7104","55","663","13518","N/A","n/e","n/e","n/e","175","","270","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","37"
"BZN|PL","04.02.2015 19:00 - 04.02.2015 20:00 (CET/CEST)","238","7000","56","663","13183","N/A","n/e","n/e","n/e","20","","250","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","34"
"BZN|PL","04.02.2015 20:00 - 04.02.2015 21:00 (CET/CEST)","235","7004","56","663","12519","N/A","n/e","n/e","n/e","0","","252","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","34"
"BZN|PL","04.02.2015 21:00 - 04.02.2015 22:00 (CET/CEST)","237","7025","57","664","11560","N/A","n/e","n/e","n/e","56","","252","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","29"
"BZN|PL","04.02.2015 22:00 - 04.02.2015 23:00 (CET/CEST)","233","6795","57","653","10695","N/A","n/e","n/e","n/e","0","","222","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","25"
"BZN|PL","04.02.2015 23:00 - 05.02.2015 00:00 (CET/CEST)","233","5948","54","652","10016","N/A","n/e","n/e","n/e","0","","222","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","20"
"BZN|PL","05.02.2015 00:00 - 05.02.2015 01:00 (CET/CEST)","224","5685","55","648","9881","N/A","n/e","n/e","n/e","0","","235","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22"
"BZN|PL","05.02.2015 01:00 - 05.02.2015 02:00 (CET/CEST)","170","5043","55","645","9889","N/A","n/e","n/e","n/e","0","","235","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","25"
"BZN|PL","05.02.2015 02:00 - 05.02.2015 03:00 (CET/CEST)","171","4894","55","632","9913","N/A","n/e","n/e","n/e","0","","235","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","20"
"BZN|PL","05.02.2015 03:00 - 05.02.2015 04:00 (CET/CEST)","171","4916","54","635","9920","N/A","n/e","n/e","n/e","0","","235","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22"
"BZN|PL","05.02.2015 04:00 - 05.02.2015 05:00 (CET/CEST)","168","5274","53","645","9908","N/A","n/e","n/e","n/e","0","","235","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","34"
"BZN|PL","05.02.2015 05:00 - 05.02.2015 06:00 (CET/CEST)","169","6154","53","642","9993","N/A","n/e","n/e","n/e","0","","232","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","43"
"BZN|PL","05.02.2015 06:00 - 05.02.2015 07:00 (CET/CEST)","170","6832","53","645","11621","N/A","n/e","n/e","n/e","0","","224","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","24"
"BZN|PL","05.02.2015 07:00 - 05.02.2015 08:00 (CET/CEST)","174","6881","55","656","13050","N/A","n/e","n/e","n/e","0","","224","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","35"
"BZN|PL","05.02.2015 08:00 - 05.02.2015 09:00 (CET/CEST)","161","7004","55","655","13572","N/A","n/e","n/e","n/e","0","","238","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","39"
"BZN|PL","05.02.2015 09:00 - 05.02.2015 10:00 (CET/CEST)","169","7224","55","654","13557","N/A","n/e","n/e","n/e","20","","245","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","22"
"BZN|PL","05.02.2015 10:00 - 05.02.2015 11:00 (CET/CEST)","175","7197","56","647","13257","N/A","n/e","n/e","n/e","80","","242","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","16"
"BZN|PL","05.02.2015 11:00 - 05.02.2015 12:00 (CET/CEST)","177","7173","57","641","13102","N/A","n/e","n/e","n/e","80","","242","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","31"
"BZN|PL","05.02.2015 12:00 - 05.02.2015 13:00 (CET/CEST)","175","7193","57","636","12853","N/A","n/e","n/e","n/e","67","","239","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","30"
"BZN|PL","05.02.2015 13:00 - 05.02.2015 14:00 (CET/CEST)","174","7203","59","650","12639","N/A","n/e","n/e","n/e","179","","239","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","40"
"BZN|PL","05.02.2015 14:00 - 05.02.2015 15:00 (CET/CEST)","174","7223","59","665","12685","N/A","n/e","n/e","n/e","36","","230","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","48"
"BZN|PL","05.02.2015 15:00 - 05.02.2015 16:00 (CET/CEST)","173","7160","58","665","12502","N/A","n/e","n/e","n/e","0","","233","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","84"
"BZN|PL","05.02.2015 16:00 - 05.02.2015 17:00 (CET/CEST)","174","7176","60","666","12637","N/A","n/e","n/e","n/e","20","","250","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","142"
"BZN|PL","05.02.2015 17:00 - 05.02.2015 18:00 (CET/CEST)","195","7256","59","667","13085","N/A","n/e","n/e","n/e","381","","253","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","200"
"BZN|PL","05.02.2015 18:00 - 05.02.2015 19:00 (CET/CEST)","238","7141","57","667","12885","N/A","n/e","n/e","n/e","233","","266","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","248"
"BZN|PL","05.02.2015 19:00 - 05.02.2015 20:00 (CET/CEST)","239","7154","58","668","12707","N/A","n/e","n/e","n/e","75","","269","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","260"
"BZN|PL","05.02.2015 20:00 - 05.02.2015 21:00 (CET/CEST)","238","7123","58","666","12050","N/A","n/e","n/e","n/e","0","","261","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","282"
"BZN|PL","05.02.2015 21:00 - 05.02.2015 22:00 (CET/CEST)","238","7066","58","656","11084","N/A","n/e","n/e","n/e","100","","240","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","302"
"BZN|PL","05.02.2015 22:00 - 05.02.2015 23:00 (CET/CEST)","233","6363","60","636","10091","N/A","n/e","n/e","n/e","0","","223","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","348"
"BZN|PL","05.02.2015 23:00 - 06.02.2015 00:00 (CET/CEST)","233","5140","61","632","9861","N/A","n/e","n/e","n/e","0","","220","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","378"
"BZN|PL","06.02.2015 00:00 - 06.02.2015 01:00 (CET/CEST)","233","4753","62","618","9777","N/A","n/e","n/e","n/e","0","","221","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","340"
"BZN|PL","06.02.2015 01:00 - 06.02.2015 02:00 (CET/CEST)","233","4520","63","595","9705","N/A","n/e","n/e","n/e","0","","221","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","349"
"BZN|PL","06.02.2015 02:00 - 06.02.2015 03:00 (CET/CEST)","233","4460","64","593","9701","N/A","n/e","n/e","n/e","0","","221","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","333"
"BZN|PL","06.02.2015 03:00 - 06.02.2015 04:00 (CET/CEST)","233","4460","66","594","9680","N/A","n/e","n/e","n/e","0","","221","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","321"
"BZN|PL","06.02.2015 04:00 - 06.02.2015 05:00 (CET/CEST)","235","4722","66","596","9537","N/A","n/e","n/e","n/e","0","","221","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","313"
"BZN|PL","06.02.2015 05:00 - 06.02.2015 06:00 (CET/CEST)","235","5509","65","618","9620","N/A","n/e","n/e","n/e","0","","222","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","312"
"BZN|PL","06.02.2015 06:00 - 06.02.2015 07:00 (CET/CEST)","236","6590","66","623","10712","N/A","n/e","n/e","n/e","0","","222","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","314"
"BZN|PL","06.02.2015 07:00 - 06.02.2015 08:00 (CET/CEST)","240","6768","67","635","12081","N/A","n/e","n/e","n/e","0","","221","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","332"
"BZN|PL","06.02.2015 08:00 - 06.02.2015 09:00 (CET/CEST)","240","6842","69","638","12704","N/A","n/e","n/e","n/e","0","","245","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","348"
"BZN|PL","06.02.2015 09:00 - 06.02.2015 10:00 (CET/CEST)","240","6920","69","643","12667","N/A","n/e","n/e","n/e","39","","253","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","337"
"BZN|PL","06.02.2015 10:00 - 06.02.2015 11:00 (CET/CEST)","240","6980","70","641","12694","N/A","n/e","n/e","n/e","117","","240","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","331"
"BZN|PL","06.02.2015 11:00 - 06.02.2015 12:00 (CET/CEST)","240","6889","62","636","12362","N/A","n/e","n/e","n/e","80","","240","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","316"
"BZN|PL","06.02.2015 12:00 - 06.02.2015 13:00 (CET/CEST)","240","6907","59","632","12366","N/A","n/e","n/e","n/e","20","","240","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","342"
"BZN|PL","06.02.2015 13:00 - 06.02.2015 14:00 (CET/CEST)","240","6939","61","632","12253","N/A","n/e","n/e","n/e","0","","228","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","395"
"BZN|PL","06.02.2015 14:00 - 06.02.2015 15:00 (CET/CEST)","240","6916","60","633","11824","N/A","n/e","n/e","n/e","0","","224","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","433"
"BZN|PL","06.02.2015 15:00 - 06.02.2015 16:00 (CET/CEST)","240","6907","61","638","11536","N/A","n/e","n/e","n/e","0","","233","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","515"
"BZN|PL","06.02.2015 16:00 - 06.02.2015 17:00 (CET/CEST)","240","6873","61","638","11792","N/A","n/e","n/e","n/e","67","","248","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","603"
"BZN|PL","06.02.2015 17:00 - 06.02.2015 18:00 (CET/CEST)","240","6953","62","640","12435","N/A","n/e","n/e","n/e","523","","255","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","696"
"BZN|PL","06.02.2015 18:00 - 06.02.2015 19:00 (CET/CEST)","240","6952","62","640","12402","N/A","n/e","n/e","n/e","458","","260","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","806"
"BZN|PL","06.02.2015 19:00 - 06.02.2015 20:00 (CET/CEST)","240","6878","61","640","12051","N/A","n/e","n/e","n/e","342","","252","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","911"
"BZN|PL","06.02.2015 20:00 - 06.02.2015 21:00 (CET/CEST)","240","6911","58","640","11277","N/A","n/e","n/e","n/e","206","","261","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","903"
"BZN|PL","06.02.2015 21:00 - 06.02.2015 22:00 (CET/CEST)","240","6895","56","640","10639","N/A","n/e","n/e","n/e","0","","260","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","763"
"BZN|PL","06.02.2015 22:00 - 06.02.2015 23:00 (CET/CEST)","235","6508","58","583","9874","N/A","n/e","n/e","n/e","0","","255","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","635"
"BZN|PL","06.02.2015 23:00 - 07.02.2015 00:00 (CET/CEST)","236","5958","57","580","9160","N/A","n/e","n/e","n/e","0","","238","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","581"
"BZN|PL","07.02.2015 00:00 - 07.02.2015 01:00 (CET/CEST)","234","5922","60","596","8336","N/A","n/e","n/e","n/e","0","","216","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","582"
"BZN|PL","07.02.2015 01:00 - 07.02.2015 02:00 (CET/CEST)","233","5572","62","599","8140","N/A","n/e","n/e","n/e","0","","217","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","638"
"BZN|PL","07.02.2015 02:00 - 07.02.2015 03:00 (CET/CEST)","233","5212","64","597","8099","N/A","n/e","n/e","n/e","0","","216","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","679"
"BZN|PL","07.02.2015 03:00 - 07.02.2015 04:00 (CET/CEST)","233","5141","65","584","8113","N/A","n/e","n/e","n/e","0","","216","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","759"
"BZN|PL","07.02.2015 04:00 - 07.02.2015 05:00 (CET/CEST)","233","5139","65","580","8112","N/A","n/e","n/e","n/e","0","","216","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","834"
"BZN|PL","07.02.2015 05:00 - 07.02.2015 06:00 (CET/CEST)","233","5196","64","581","8045","N/A","n/e","n/e","n/e","0","","216","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","928"
"BZN|PL","07.02.2015 06:00 - 07.02.2015 07:00 (CET/CEST)","233","5753","64","591","8212","N/A","n/e","n/e","n/e","0","","216","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","983"
"BZN|PL","07.02.2015 07:00 - 07.02.2015 08:00 (CET/CEST)","233","5813","67","593","8290","N/A","n/e","n/e","n/e","0","","215","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1029"
"BZN|PL","07.02.2015 08:00 - 07.02.2015 09:00 (CET/CEST)","234","5957","68","588","9003","N/A","n/e","n/e","n/e","0","","225","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1180"
"BZN|PL","07.02.2015 09:00 - 07.02.2015 10:00 (CET/CEST)","233","6057","67","583","9568","N/A","n/e","n/e","n/e","0","","233","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1436"
"BZN|PL","07.02.2015 10:00 - 07.02.2015 11:00 (CET/CEST)","233","6064","66","577","9451","N/A","n/e","n/e","n/e","80","","233","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1818"
"BZN|PL","07.02.2015 11:00 - 07.02.2015 12:00 (CET/CEST)","233","5936","65","571","9112","N/A","n/e","n/e","n/e","163","","233","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2231"
"BZN|PL","07.02.2015 12:00 - 07.02.2015 13:00 (CET/CEST)","233","5878","66","571","8660","N/A","n/e","n/e","n/e","108","","215","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2630"
"BZN|PL","07.02.2015 13:00 - 07.02.2015 14:00 (CET/CEST)","233","5912","65","569","8440","N/A","n/e","n/e","n/e","264","","209","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2905"
"BZN|PL","07.02.2015 14:00 - 07.02.2015 15:00 (CET/CEST)","233","5343","63","568","8239","N/A","n/e","n/e","n/e","290","","209","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2982"
"BZN|PL","07.02.2015 15:00 - 07.02.2015 16:00 (CET/CEST)","233","5047","63","564","8201","N/A","n/e","n/e","n/e","289","","214","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3022"
"BZN|PL","07.02.2015 16:00 - 07.02.2015 17:00 (CET/CEST)","233","5298","63","562","8197","N/A","n/e","n/e","n/e","307","","225","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3160"
"BZN|PL","07.02.2015 17:00 - 07.02.2015 18:00 (CET/CEST)","233","5916","63","562","8520","N/A","n/e","n/e","n/e","835","","224","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3215"
"BZN|PL","07.02.2015 18:00 - 07.02.2015 19:00 (CET/CEST)","233","5904","62","561","8426","N/A","n/e","n/e","n/e","713","","234","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3307"
"BZN|PL","07.02.2015 19:00 - 07.02.2015 20:00 (CET/CEST)","233","5816","63","562","8575","N/A","n/e","n/e","n/e","517","","232","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3245"
"BZN|PL","07.02.2015 20:00 - 07.02.2015 21:00 (CET/CEST)","222","5612","62","562","8472","N/A","n/e","n/e","n/e","42","","235","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3300"
"BZN|PL","07.02.2015 21:00 - 07.02.2015 22:00 (CET/CEST)","233","4690","63","557","8042","N/A","n/e","n/e","n/e","0","","230","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3232"
"BZN|PL","07.02.2015 22:00 - 07.02.2015 23:00 (CET/CEST)","233","4338","64","532","8185","N/A","n/e","n/e","n/e","0","","206","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2789"
"BZN|PL","07.02.2015 23:00 - 08.02.2015 00:00 (CET/CEST)","233","3911","64","533","8000","N/A","n/e","n/e","n/e","0","","200","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2618"
"BZN|PL","08.02.2015 00:00 - 08.02.2015 01:00 (CET/CEST)","233","3462","65","533","7456","N/A","n/e","n/e","n/e","0","","204","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2818"
"BZN|PL","08.02.2015 01:00 - 08.02.2015 02:00 (CET/CEST)","233","3372","64","531","7393","N/A","n/e","n/e","n/e","0","","203","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2476"
"BZN|PL","08.02.2015 02:00 - 08.02.2015 03:00 (CET/CEST)","233","3330","64","531","7295","N/A","n/e","n/e","n/e","0","","203","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2609"
"BZN|PL","08.02.2015 03:00 - 08.02.2015 04:00 (CET/CEST)","233","3286","64","531","7295","N/A","n/e","n/e","n/e","0","","203","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2868"
"BZN|PL","08.02.2015 04:00 - 08.02.2015 05:00 (CET/CEST)","233","3279","64","531","7322","N/A","n/e","n/e","n/e","0","","203","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2810"
"BZN|PL","08.02.2015 05:00 - 08.02.2015 06:00 (CET/CEST)","233","3298","64","536","7365","N/A","n/e","n/e","n/e","0","","204","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2839"
"BZN|PL","08.02.2015 06:00 - 08.02.2015 07:00 (CET/CEST)","233","3327","64","536","7425","N/A","n/e","n/e","n/e","0","","203","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2919"
"BZN|PL","08.02.2015 07:00 - 08.02.2015 08:00 (CET/CEST)","233","3269","65","536","7537","N/A","n/e","n/e","n/e","0","","204","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2960"
"BZN|PL","08.02.2015 08:00 - 08.02.2015 09:00 (CET/CEST)","233","3466","62","537","7746","N/A","n/e","n/e","n/e","0","","227","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3046"
"BZN|PL","08.02.2015 09:00 - 08.02.2015 10:00 (CET/CEST)","233","4109","58","539","7790","N/A","n/e","n/e","n/e","0","","234","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3037"
"BZN|PL","08.02.2015 10:00 - 08.02.2015 11:00 (CET/CEST)","233","4424","59","540","7738","N/A","n/e","n/e","n/e","0","","231","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3005"
"BZN|PL","08.02.2015 11:00 - 08.02.2015 12:00 (CET/CEST)","233","4411","59","538","7631","N/A","n/e","n/e","n/e","80","","231","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3204"
"BZN|PL","08.02.2015 12:00 - 08.02.2015 13:00 (CET/CEST)","233","4598","59","534","7605","N/A","n/e","n/e","n/e","80","","226","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3252"
"BZN|PL","08.02.2015 13:00 - 08.02.2015 14:00 (CET/CEST)","233","4371","61","537","7643","N/A","n/e","n/e","n/e","80","","214","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3227"
"BZN|PL","08.02.2015 14:00 - 08.02.2015 15:00 (CET/CEST)","233","4251","62","534","7683","N/A","n/e","n/e","n/e","0","","216","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3255"
"BZN|PL","08.02.2015 15:00 - 08.02.2015 16:00 (CET/CEST)","233","4283","63","535","7543","N/A","n/e","n/e","n/e","0","","220","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3203"
"BZN|PL","08.02.2015 16:00 - 08.02.2015 17:00 (CET/CEST)","233","4360","64","544","7478","N/A","n/e","n/e","n/e","0","","232","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3171"
"BZN|PL","08.02.2015 17:00 - 08.02.2015 18:00 (CET/CEST)","233","5249","63","564","7978","N/A","n/e","n/e","n/e","444","","232","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3057"
"BZN|PL","08.02.2015 18:00 - 08.02.2015 19:00 (CET/CEST)","233","5638","62","577","8359","N/A","n/e","n/e","n/e","577","","236","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2851"
"BZN|PL","08.02.2015 19:00 - 08.02.2015 20:00 (CET/CEST)","233","5670","60","579","8431","N/A","n/e","n/e","n/e","198","","239","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2560"
"BZN|PL","08.02.2015 20:00 - 08.02.2015 21:00 (CET/CEST)","233","5459","61","592","8080","N/A","n/e","n/e","n/e","20","","239","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2536"
"BZN|PL","08.02.2015 21:00 - 08.02.2015 22:00 (CET/CEST)","233","5185","60","585","7798","N/A","n/e","n/e","n/e","0","","234","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2208"
"BZN|PL","08.02.2015 22:00 - 08.02.2015 23:00 (CET/CEST)","233","4611","62","585","7735","N/A","n/e","n/e","n/e","0","","218","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1974"
"BZN|PL","08.02.2015 23:00 - 09.02.2015 00:00 (CET/CEST)","233","4097","62","564","7686","N/A","n/e","n/e","n/e","0","","205","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1933"
"BZN|PL","09.02.2015 00:00 - 09.02.2015 01:00 (CET/CEST)","233","4111","63","569","7633","N/A","n/e","n/e","n/e","0","","202","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1914"
"BZN|PL","09.02.2015 01:00 - 09.02.2015 02:00 (CET/CEST)","233","3913","64","568","7618","N/A","n/e","n/e","n/e","0","","203","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1895"
"BZN|PL","09.02.2015 02:00 - 09.02.2015 03:00 (CET/CEST)","233","3777","64","567","7483","N/A","n/e","n/e","n/e","0","","203","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1928"
"BZN|PL","09.02.2015 03:00 - 09.02.2015 04:00 (CET/CEST)","233","3857","64","570","7562","N/A","n/e","n/e","n/e","0","","203","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1984"
"BZN|PL","09.02.2015 04:00 - 09.02.2015 05:00 (CET/CEST)","233","4085","64","572","7645","N/A","n/e","n/e","n/e","0","","203","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2022"
"BZN|PL","09.02.2015 05:00 - 09.02.2015 06:00 (CET/CEST)","233","4631","65","586","7886","N/A","n/e","n/e","n/e","0","","204","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2041"
"BZN|PL","09.02.2015 06:00 - 09.02.2015 07:00 (CET/CEST)","234","5779","65","624","9010","N/A","n/e","n/e","n/e","0","","203","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2006"
"BZN|PL","09.02.2015 07:00 - 09.02.2015 08:00 (CET/CEST)","238","5909","63","662","10084","N/A","n/e","n/e","n/e","0","","203","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1989"
"BZN|PL","09.02.2015 08:00 - 09.02.2015 09:00 (CET/CEST)","239","6102","63","656","10980","N/A","n/e","n/e","n/e","60","","220","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1987"
"BZN|PL","09.02.2015 09:00 - 09.02.2015 10:00 (CET/CEST)","239","6137","62","653","11468","N/A","n/e","n/e","n/e","101","","235","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1988"
"BZN|PL","09.02.2015 10:00 - 09.02.2015 11:00 (CET/CEST)","239","6164","62","645","11688","N/A","n/e","n/e","n/e","119","","231","22","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1760"
"BZN|PL","09.02.2015 11:00 - 09.02.2015 12:00 (CET/CEST)","239","6203","59","643","11908","N/A","n/e","n/e","n/e","81","","225","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1714"
"BZN|PL","09.02.2015 12:00 - 09.02.2015 13:00 (CET/CEST)","239","6220","59","652","12036","N/A","n/e","n/e","n/e","267","","222","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1657"
"BZN|PL","09.02.2015 13:00 - 09.02.2015 14:00 (CET/CEST)","239","6352","61","650","12263","N/A","n/e","n/e","n/e","270","","215","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1577"
"BZN|PL","09.02.2015 14:00 - 09.02.2015 15:00 (CET/CEST)","240","6324","58","653","12313","N/A","n/e","n/e","n/e","0","","205","21","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1508"
"BZN|PL","09.02.2015 15:00 - 09.02.2015 16:00 (CET/CEST)","239","6227","57","649","12053","N/A","n/e","n/e","n/e","0","","213","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1495"
"BZN|PL","09.02.2015 16:00 - 09.02.2015 17:00 (CET/CEST)","239","6171","58","656","12112","N/A","n/e","n/e","n/e","1","","228","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1399"
"BZN|PL","09.02.2015 17:00 - 09.02.2015 18:00 (CET/CEST)","239","6288","58","656","12575","N/A","n/e","n/e","n/e","293","","230","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1370"
"BZN|PL","09.02.2015 18:00 - 09.02.2015 19:00 (CET/CEST)","240","6224","57","661","12168","N/A","n/e","n/e","n/e","377","","248","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1345"
"BZN|PL","09.02.2015 19:00 - 09.02.2015 20:00 (CET/CEST)","239","6116","53","660","12027","N/A","n/e","n/e","n/e","390","","243","43","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1250"
